text,label
"I was p***ed when I couldn't see this one when it was screening at the Philly Film Fest last year, so when I saw that it was going to be on cable tonight, I put it on remind as soon as I could. So was it worth the wait? Well let's backtrack a tad as I have yet to give you the plot. Sean Crawley is a young man who doesn't know what his path in life is. Enter Duke (George Wendt) who introduces him to his boss Ray (Danny Baldwin). One night Ray totally hammered asks Sean to off the guy that they had Sean following around. And it goes on from there. Which leads me back to the question posed. Was it worth the wait? Yes and no, the buildup was pretty good and George Wendt stole the movie for me. He just took the ball and ran with it. But it's nowhere near as violent as I was led to believe and somewhere along the movies running time the ball is not only dropped, but fumbled and taken in the other direction. I know where this point happened exactly, but can't say without spoiling the film. But needless to say it happened. The ending doesn't save the film either. Poor Stuart Gordon nothing can be good like ""Re-animator"" or ""Castle Freak"".<br /><br />My Grade: C<br /><br />Where I saw it: Showtime Extreme<br /><br />Eye Candy: Kari Wuhrer shows her ta-tas in one fantasy and then in the next more ta-tas and it pans down and...OH MY GOD MY EYES MY EYES!!!!!",0
"I saw most of ""My Bollywood Bride"" today at the IAAC film festival in New York and had to leave the theater due to feelings of nausea welling up within me. I've seen Bollywood movies, and I've seen satires of Bollywood movies. This movie couldn't decide which one it wanted to be, so it ended up being a joke on itself.<br /><br />It seems to have been liberally copied from movies like Bride and Prejudice and Bollywood Calling, and what a sloppy, lazy job at that. How can Bollywood ever be weaned off of its determination to stick to overused, well-trodden scripts? Is there no one who can bring to the screen the millions of real, fascinating stories that surely exist and transpire in the land of a billion people? The over-smart auto driver, the cow on the street, gratuitous scenes of foreign locations, pointless scenes of Mumbai streets, they're all in there. Every possible cliché about India has been faithfully included. So sickeningly predictable. ugh!!! Acting performances are weak across the board except for Neha Dubey, who is talented and beautiful. One wonders why she would pick a project like this.",0
"The acting is some of the worst I've ever seen, the characters are totally unconvincing. This could be overlooked to some extent if the plot was interesting, which the plot to ""The Prodigy"" was not. It's sort of a bad mix between ""Fresh"" and ""Animal House"", except that both of those movies were good.",0
"Worse than the rating it has been given. This is a typical SciFi movie nowadays: bad to awful acting, a script that is poorly written, and shoddy direction. From the opening scene where DeMille is burying his set to the end, this movie is terrible. In the beginning scenes this movie has Moses (which was Charlton Heston in the DeMille film), Pharoah (Yul Brynner) and Nefretiri (Anne Baxtor) overlooking a boy burying a box in the sand. The characters that were to represent the three aforementioned icons were awful and had to resemblance to the people they were to ""supposedly"" be. The fact that this is in the desert away from civilization is hilarious when someone is hurt and they are all yelling for an ambulance. The screenwriter obviously is oblivious to the fact that there are no ambulances in the middle of the desert. I was sorely disappointed that Morena Baccarin decided to do a film of such low quality.",0
"It's very funny. It has a great cast who each give great performances. Especially Sally Field and Kevin Kline. It's a well written screenplay by Andrew Bergman (Honeymoon In Vegas). I don't like soap operas, even though I never watch them. But I do love this film because it's so crazy and off the wall, that it beats the hell out of any stupid soap that they have on daytime television. In my opinion, it's the best film of 1991.",1
"Eytan Fox did it again : move the viewer's heart in a modest story taking place in an overwhelming mess. The movie also succeeds in describing so perfectly and subtly the atmosphere of the incredible city that is Tel Aviv.<br /><br />I was there a month ago and it is all there : the lifestyle, the relationships, the heart-beating city, the mess, the chock of utopian mindsets in the most light-hearted, blithe and oblivious megalopolis ever.<br /><br />Strongly recommend: it is a voyage for the heart and the mind, with an interesting perspective to the Israelo-Palestinian conflict.<br /><br />Nota Bene: There is central gay plot in the movie. If you do not think you are too gay-friendly, be prepared to be challenged and finally see it as ""just love"". (and don't worry: the chick is hot too!)",1
"I know no one cares, but I do. This film is historic for one reason. It is the unity of two heroes from two great seventies sci-fi films. Well, one is great, and one is quite bad. The great one is truly great, in fact it's the best. The bad one is truly bad, in fact it's the worst. Of course of the great I refer to ""Star Wars"" and it's star Mark Hamill, aka ""Luke Skywalker"", who is the hero of this film about a kid who gets his Vette swiped and then goes to Vegas (on a lead) and after a whole lot of adventures, eventually recovers it. (Since he's into fixing cars I guess you can call him ""Lube Skywalker""). Along the way he meets a hooker with a heart of gold, and ends up facing off with a character played by Kim Milford, the hero from the seventies sci-fi cult film ""Laserblast"", which is, as I've hinted at earlier, the worst sci-fi film ever made. Milford plays the lead baddie whom Hamill must steal his car back from. I realize that no one cares about this meeting of two great sci-fi heroes, but I do. And I also must say that this is one of the best/worst movies of all time. Mark Hamill's acting needs the force, the plot needs extensive Jedi training, and the character of the hooker played by Annie Potts just might be the most annoying character of all time, ever, in any film I've ever seen. But it's a fun movie to watch on a weekend day, or a weekday night, late at night, very late. It's one of those films that meanders, looking for something but without quite finding it and yet, at the same time, it's entire purpose is, like free-form jazz, to simply exist as is. And it does. And what is, isn't that great, but you can't say it isn't entertaining, because for an hour and a half you might feel ripped off, but you won't feel cheated. So turn off your mind, relax, and enjoy this muddled gem without any expectations, and may the force be with you, always.",0
"Fred Olen Ray is a lousy director, even as far as B movie directors go, but 'Haunting Fear' is probably one of his better films. Yes, it does butcher the great Poe story 'Premature Burial' and yes, it is badly paced and uneven throughout, but it is also pretty entertaining. Scream Queen Brinke Stevens is better than usual as a pretty, fragile housewife whose worthless husband (Jay Richardson) is plotting to do away with her because he needs money to pay off a gangster (played by Robert Quarry). Delia Sheppard, a veteran of many early 90s soft-core movies, actually gives the best performance in the film as a slutty mistress. You will also enjoy small roles played by Karen Black as a psychic, Robert Clarke as a doctor and Michael Berryman in a nice cameo in one of the better scenes. The ending didn't make much sense!",0
"I knew I was going to see a low budget movie, but I expected much more from an Alex Cox film. The acting by the two leading men was terrible, especially the white guy. The girl should have won an Oscar compared to those two. This movie was filled with what I guess would be inside jokes for film industry people and a few other jokes that I actually understood and made me laugh out loud, which is rare. Without these laugh-out-loud moments I would have given this film 2/10. What happened to the Alex Cox who made all the 80s classics?<br /><br />SPOILER:<br /><br />There were a couple of questions I had after the movie was over. Why did the Mexican guy go to the other guy's house at the beginning? What did his daughter say he got 100 people fired from his last job? Why was she breaking her own stuff when she was mad at him? I guess I should have gone to the Q&A after the movie, but I didn't want to get up at 10am.",0
"This movie is the second worst film that I have ever seen (the first being Ghost Rider). There is absolutely no plot, climax, conflict, or any other major detail required in portraying a story. This 'film' is basically just another excuse for Toby Keith to show off his manly side and, the 'tough guy he really is'. I completely wasted my time watching this film. The best part would have to be the ending credits. If I were Ebert or Roper, I would have cut my thumbs off and thrown them at the producers. Whoever in their right mind gave Toby Keith the chance to act in a feature film, is obviously on the same mental level as him. In conclusion, do not waste your time watching this movie, it could quite possibly be the only thing you regret.",0
"I just recently watched this on the Sundance channel. The idea for the film was to bring many filmmakers, illustrious in their own country, to make short films, eleven of them, all in one film, concentrating on just one subject: September 11.<br /><br />From wacthing this movie I could tell why these filmmakers were great in their country because it had all elements of a great film.<br /><br />The movie starts off with a film from Iran in which a teacher struggles to teach the students about what had happened with September 11 which they fail to realize until later.<br /><br />The Second Film from France involves a deaf women who writes a letter to her lover angrily while she is unaware of what is going as the T.V plays.<br /><br />The next film from Egypt involves the filmmaker himself talking with a dead soldier about recent events not only about terrorists of 9/11 but bombings in other places.<br /><br />The next comes from Bolivia in which a girl learns about the events of September 11 and believes they must march for them.<br /><br />The next from a country in Africa in which a group of boys follow a man whom they believe to be Bin Ladin.<br /><br />The next comes from Mexico in which nothing is shown but the sounds of that day.<br /><br />The next from Israel involving a reporter at the scene of a bomb trying to get a report but is frequently told about the attacks.<br /><br />There are other films that I can't remember at the moment but all of them are powerful. It will bring back your emotions from that day.<br /><br />10/10",1
"Although Cinderella isn't the obvious choice for a sequel I love Jaq and Gus so I didn't hesitate. The format of the mice writing a book for Cinderella was an inspired one. I enjoy writing stories myself and hope children will be encouraged by this. The three stories are cute & amusing, although the songs were forgettable. Jaq and Gus were my favourite characters but I also enjoyed seeing Lucifer, Bruno, the Mice Chorus and all the rest. Pom Pom proved the perfect companion for Lucifer and I liked the Governess. A sequel done right for a change. My rating 8/10.",1
"Damn, I thought I'd seen some bad westerns. Can't top this one though. Hell I think I'd rather have my eyes stapled open for a Trinity Triple Feature for cryin out loud. I dont think I'll be able to watch Ben Hur again without laughing my ass off. Just really bad.<br /><br />But hey, if you like stupid westerns with acknowledged stars in the thing take a peek at Shoot Out with Gregory Peck. It's just as bad, but much funnier. 1/10",0
"Okay, I rented this movie because of the director...he has made some interesting flicks in the past (if you haven't seen Waxork you are missing a fun ride). Anyway, I had my doubts about this movie from the beginning but I decided to suck it up and give it a look. It's bad. Very bad. If you haven't seen the movie and don't mind spoilers read ahead. First of all, the old saying 'You can't judge a book by it's cover' applies here. The box for this flick seems to indicate that Jill is the stone fox with long hair with highlights. The back of the box has a cool shot of the red-leather Jill and some other shots. The description makes you want to rent the movie because it SOUNDS good. You start watching it and suddenly you find out that the movie takes place (inexplicably) in 1977. Jill is a total dog who is not the girl on the cover. The movie is not quite as predictable as you would think...and that's not a good thing. Characters do so many stupid things without any modicum of motivation...it's embarrassing to watch. 10 minutes before the end of the movie Dolph and another lady have sex for no good reason. Also, what was the point of having Dolph kill this other lady in cold blood who had been helping him. Anthony Hickox the director should have seen a stinker when he read the script. Had it been set in the underworld of the new milennium and made the characters halfway intelligent it might have been decent. To set it in the 70's makes no sense and has no bearing on the story whatsoever. Avoid it!",0
"In one respect, it's like 'The Wizard of Oz,' with Paris in black-and-white and the Riviera in color. But it's supposedly about possessive love, destructiveness and moral decadence, while actually being about designer gowns, shots of the Riveria, lots of big expensive cars, and music-and dancing interludes that suggest Vincente Minnelli on one of his off-days. Watchable, but a remarkable example of desperate, dark plot material and glitzy style heading in opposite directions. (Was this the model for 'The Talented Mister Ripley? Does anyone sense an affinity between Jean Seberg and Matt Damon?)",0
"I saw this movie in its own time period, when having a baby out of wedlock not only ruined your life, but stamped your child as a bastard. In these days of 'single mothers' that may seem very far-fetched, but it was very true. And I'm not crazy about laughing at someone who is stammering, either. Between these two problems I had difficulty finding this movie funny. At that time I didn't know who had directed it or what a marvelous reputation he had. I did know who Betty Hutton was, and she just made me nervous because she was so frenetic. I loved ""Bringing Up Baby"", but I find this movie just embarrassing. I'm sure the punch at some church functions probably was spiked, but I was the one needing a drink after watching this again. The idea the girl would have to be drunk in order to 'get married' and get pregnant just added to the misery. An entire town could turn on you under these circumstances, so the outcome of this movie is really the funny part. Of course, shoot me, I don't like ""It's a Wonderful Life"" either.",0
"I saw this movie originally in the theater, when I was 10. Even at that age the 'humor' was mildly insulting to my adolescent intelligence.<br /><br />In the past, whenever I would see Ed Begley Jr. or jeff Goldblum I would cringe and start to feel very uncomfortable and even slightly sad. Until I was reminded of the existence of this movie today, I was unsure why I felt that way. Apparently I blocked my memory of this movie yet my negative feelings towards two of the perpetrators remained. Apparently I forgot that I saw this movie but subconsciously mourned the pieces of my soul that had been stolen, nay EATEN by the creators of this inhuman work.<br /><br />I haven't been brave enough to try watching it as an adult. I imagine that as part of the healing process that I should probably look at confronting this childhood fear so that I can *truly* put it behind me. Some regression therapy and / or hypnosis might not be a bad idea either.",0
"I'll have to add dissenting comment here. Various reviews I have read compared this movie to the likes of those by Wong Kar Wai or Hou Hsiao-hsien. i.e. one of the admirable flotilla of mandarin goodies that have come our way in recent years. Unfortunately this isn't quite accurate. The film plays out rather like a film school graduate's attempt to emulate these masters. All the pieces are there - the beautiful backdrop, the vaguely minimalist dialogue, the slow swaying camerawork, and male leads, in particular, who spend a fair whack of time sitting around being contemplative. Sounds good but unfortunately nothing is up to par. The dialogue is leaden. The acting is generally unable to lift the characters above type; the married couple and the little sister are particularly poor and uninvolving. Unfortunately when mediocre character acting is combined with a classical ""Chekovian"" (i.e. very predictable) plot, the results are at best tedious and at worst painful. I couldn't help but see the ""Blue Danube"" river scene, for example, as verging on genre parody (although the smoggy looking ""springtime"" sky over the river did provide a bit of black humour...) I actually went to this movie on the basis that Mark Li Ping was photographing it. While the setting is elegant, and the swaying camera attempts to replicate the mood of ""Flowers of Shanghai"", the film is not in the same league, visually. In fact I must confess that after an hour of wondering whether it was the script or the acting that was ruining the film, I suddenly remembered that I was meant to meet my flatmate for dinner and took the chance to leave (and I can't recall the last film I walked out of). I'm guessing from the reviews that the ending may have left a positive aftertaste but by that point I couldn't care. If you'd like to see something along similar lines done with real talent then I'd recommend anything by the above two directors, for example ""In the Mood for Love"" or ""Flowers of Shanghai"", both of which were filmed by the talented Mr Ping (the former with Chris Doyle), and both of which are films masterful enough to inspire years of failed emulations like this. It's not often Mr Hoberman leads me astray, and perhaps you'd rather listen to him, but don't say you weren't warned. Craig.<br /><br />",0
"I thought that Mr. Dreyfuss was perfect for his role as the actor and the dictator. His co-star, Mr. Julia, played his role equally as perfect. It was interesting to see how reluctant Richard Dreyfuss was in replacing the dictator against his will. But he became more confident and comfortable with the role as time passed. Since everything happens for a reason in life, I believe he was forced to replace the dictator because he was meant to stay there for over the year that he did. I'm guessing that he stayed because he was supposed to see how good his life was compared to the poverty he witnessed in Parador. I think he took too many things for granted in life and he needed to get a serious reality check by remaining in that country for as long as he did.<br /><br />But........... anyways........... this is why I gave this film a 7 out of 10.",1
"I don't think a movie like this would be released today. It takes it's time to present the depth of the characters and the plot isn't full of twists and turns to keep you on the edge of your seat.<br /><br />But, what this film does have: an interesting study in how families' deal with grief. How when the language for healing and over-coming tremendous loss leaves us mute, and we rely on raw emotions instead. Grief without reason and patience is anger, even hate. And unfortunately, the lead character (a young boy who accidently shoots and kills his brother while hunting) in the film is given more than his fair share of it. He eventually leaves and moves in with his grandfather (Wilford Brimley) who makes it clear to him that it WAS an accident. I got the impression that this young man knew that in his heart, but needed to hear those words from his parents, and to receive their forgiveness.<br /><br />What I loved about this film: the lack of dialog. There was a tremendous emphasis on physical reaction, facial expressions. And the slower pace of the film allows you to really watch the reactions of the actors. Something we don't get to do alot of with today's films.<br /><br />",1
"'Ninteen Eighty-Four' is a film about a futuristic society in which the government controls everything and no one can be trusted. It is a very dark film, and it is one that will not make you feel good about yourself. It is about a romance taking place in this society and the betrayal of the lovers and about human nature being self-centred. The film has some very good ideas and is done well in portraying this society with the dark tones in colours (contrasting with happiness and bright colours in the dreams) and a general feeling of loneliness through objects and people and places. However, despite the film's cleverness at portraying this idea, the film was very slow and did not seem to quite get the idea across. It seemed to spend too much time being clever rather than telling a story.",0
"Ok, needless to say, this film is only going to appeal to a certain audience; namely stoners and like-minded people.<br /><br />That being said, if you are one of these aformentioned people, this film is a MUST. In fact, I think it should be mandatory for head shops to sell a copy of it to anyone purchasing their first bong. What Monty Python's Holy Grail is to geeks and nerds, so is this movie to potheads. I first saw this film 10 years ago or so, and I still crack up every time I watch it. The jokes perfectly lampoon the pothead lifestyle, far better than latter day knockoffs like Half-Baked attempt to.<br /><br />There isn't a plot, so to speak; the film is more of a collection of various skits; as the films protagonists wander around Los Angeles in their legendary haze. Despite this, the film has an excellent sense of pace, and doesn't drag at all. Many people cite Up In Smoke as C&C's best work, but I would have to say that Next Movie is superior.<br /><br />So if you're in the mood for an hour and half of belly laughs, light up, tune in, and let your mind float away =)<br /><br />Oh, and FREE TOMMY CHONG!",1
"It is pretty surreal what these flies can do... eh well... this is a cartoon, so anything can happen in it.<br /><br />At first I must tell you that I love animated movies. Unfortunately this year's repertoire is very weak. This cartoon is nothing but a list of flaws:<br /><br />1) I quoted the tag line. It suggests that this movie has great 3D effects. Well, I did not see any, at least not something special I never saw before.<br /><br />2) The ""flies"" in this movie look nothing like real flies. At least they could've make them black. But cyan flies, seriously? With giant heads and slim torsos?<br /><br />3) The story. I guess it was written for 6 year old kids. I could tell it in two sentences it is so over simplified.<br /><br />4) Excessive patriotism. For example: ""They are American files after all!"" Oh, give me a break.",0
"This movie is a touching story about an adventure taken by 15-year-old Darius Weems. Darius has Duchenne Muscular Dystrophy, a still un-curable disease that took the life of his brother at age nineteen and is the number one killer of babies in the United States. Him and a few close friends travel across the country to Los Angeles with the goal of getting his wheelchair customized on MTV's, Pimp My Ride, one of his favorite shows. The journey begins in Georgia, where Darius grew up and has never left. The gang head west for a trip that all its participants will never forget. Darius gets to ride in a boat for the first time, ride in a hot air balloon, swim in the ocean and visit sights he's always wanted to see like the Grand Canyon and New Orleans. The filmmakers here clearly have an emotional connection to the material. They make no money from sales of the $20 dvds. $17 goes toward researching the disease and $3 goes toward making more copies. The film has won over 25 awards at festivals and I agree with the quote given to the film by Variety, ""Certain to stir hearts"".",1
"I am an actor,producer, director and what i am about to say are facts. This project was the worst film in movie making history. From producer to director and the edit of this so called film is a joke and i mean a BIG joke. Why would Blockbuster released such crap? I take my work very serious and this film is an insult to my profession. Was the director trying to make a bad movie? I don't think so. I seen bad Zombie movies, but this takes the cake the Coffie and everything on the damn table. THIS MOVIE SUCKS!!! I really hate to talk bad about other filmmakers because i am one myself, but please consider in taking up a different profession. I respect the fact that you completed a movie, but i have to ask you "" WERE YOU SMOKING CRACK "", I mean the makeup on your girls, the scary Zombies, what were you thinking. To the whole nation, if i could have voted Zero i would have. WORST FILM IN MOVIE MAKING HISTORY!!!",0
"I saw this movie, and at times, I was unnerved believing this movie 'saw me.' Munchie sullies the 'farce' for years to come. Re-watch Star Wars, Don't-watch Munchie.<br /><br />As a responsible parent (I'm speaking to those who are parents now), I (you) would not let my (your) child ever partake of this video festival of the pseudo-occult. To insinuate Munchie is satanic, to a co-viewer, is likely to illicit a chilled 'duh.' He is fiendish, alien, rodential, and wholly malevolent - like the Bogey man made flesh, invisible to adults, tempting children with lifestyles they could never afford (without the income made possible by years of self denial and prudent stewardship). He is a peddler of easy answers, and false ideals. He is everything the morally conscious viewer is not. He is the devil's own Ron Popeil.<br /><br />I pray (I mean this literally and figuratively, with an emphasis on the former) that this movie has not made the format jump to DVD. It is my hope that this type of 'yellow film making' died an un-mourned death in the cold nights of 1994.<br /><br />Munchie also loves pizza. I forgot to mention that. It comes up a lot.",0
"I'm sorry, but this may have been scary in 1978 when it came out, but in modern times it just doesn't hold up. The only interesting scene in the entire movie is the opening scene where Michael kills his sister, Judith, wearing his Halloween mask. The most startling moment in the whole film is when his parents rip the mask off to see their son killed their daughter. The film goes downhill from there and doesn't pick up until the last fifteen minutes, but by then it's too late, we the audience have lost all interest in the story. There is barely any character development, and people always rave about Laurie being such an exceptional heroine, when there really isn't much to her. I'm sorry to disagree with everyone terrified by this movie, but if you want a great horror movie go watch The Shining or Rosemary's Baby. Those are the two best horror films ever made. Halloween is certainly not in their ranks. I can't believe Roger Ebert gave it four stars, for there is no way this film could ever deserve such a high rating.",0
"Two years ago I watched ""The Matador"" in cinema and I loved everything about this movie. Obviously, I was totally under impression of Pierce Brosan's magnificent role. Yesterday, I caught this movie again on TV so I looked at it a bit deeper. Now, I can say with certain that this movie isn't that special but you just gotta' love it because of one man. <br /><br />Brosnan lifts its grade up in my opinion with amazing performance of Julian Noble, tired hit-man who has no friends. Soon Julian meets Danny Wright (Greg Kinnear) in Mexico City, man who's got bad luck: his son died in accident, his job isn't going that well and he's not sure that he can keep his wife Bean (Hope Davis).<br /><br />I always liked movies like this; crime movie with big touch of humor. Mostly that humor comes from Brosnan as he tells jokes about dwarfs with big d.... or one of my favorite lines in this movie: ""I look like a Bangkok hooker on a Sunday morning, after the navy's left town."" Brosnan says it with his charm while he's drinking his margarita as usually. I also like Greg 'typical American face' Kinnear in the role of loser that is very lively made because there are plenty of people like Danny Wright.<br /><br />So I recommend you to watch quite possibly the best role of Brosnan ever. He'll make you smile and admire him at the same time. Great Brosnan in not equally great movie.",1
"MAJOR LEAGUE: BACK TO THE MINORS (1998) ½* <br /><br />Starring: Scott Bakula, Eric Bruskotter, Corbin Bernsen, Dennis Haysbert, Jensen Daggett, Written and directed by John Warren 100 minutes Rated PG-13 (for language and some violence) <br /><br />By Blake French: <br /><br />	Believe it or not, in the new John Warren comedy ""MAJOR LEAGUE: BACK TO THE MINORS"" there is one funny scene. It consists of a sequence where an infuriated coach throws a baseball hard into the wall behind him only to have it hit the cement and bounce back and smash him in the face. It's not much, but with the exception of a few one-liners, it's all this film has to offer...enough said. <br /><br />This movie is not only structurally impaired, characteristically undeveloped, predictable and badly written, but also just plain bad. Even non-critical audience members will hate this movie with all that they got. It is so familiar it just isn't funny. <br /><br />How many times does the same movie about sports have to be made? Last years we saw this same material in ""Air Bud: Golden Receiver,"" and as bad as that film was, this is even worse. At least ""Air Bud"" was family oriented. ""Major League Back to the Minors"" is too vulgar for a wholesome family to view together on a Sunday afternoon. It is too childish for adults. So who is this film for? Teenagers? Elderly? People who are so desperate for entertainment they would rent something like this?<br /><br />	The film, like many others like this, has one basic point it tries to make: teamwork conquers all. Yes it does, and what a great moral to try to prove. Too bad we have already seen and excepted it so many times over and over have such little talent and intelligence that their cheerleaders are men in a ballerina costumes. Where the silly announcers form their own ""buddy comedy routine"" muttering one liners to themselves like ""They suck,"" ""This kids fast ball is timed with an hour glass,"" ""This guy dropped out of ball for a while to find something he lost--maybe it was his mind,"" ""Somebody needs a nap,"" and ""ever see a sunset as beautiful as that play."" Where the characters have such little significance to each other that we never know them by name. And where the only heartfelt lecture scene about teamwork is so unknowledgeable that it is almost funny.<br /><br />	""Major League Back to the minors"" is so bad; it stalls its trite ending right in the middle of a good closing sequence. The good baseball team is on a comeback, they are about to win and--the power goes out. I was thinking for a minute that this piece of trash had come to a conclusion, but in reality, its false final scene exists only to add minutes to the running time. The movie basically consists of a series of unrelated sketches that throw in so many putrid jokes it is are not funny. There is another kind-of-funny line of dialogue that has a coach and a player talking to each other about why a long time outfielder is not wanted in that position any longer. The coach's answer: ""You're too old, too slow, and too fat."" The player's reaction is to die for. But that scene certainly does not make this movie noteworthy of you time, and certainly is not worth a cent of your money. <br /><br />So here is another dreadful entrée into this genre of film, another that is doomed with its own script, which is failed before seen, and another which is so familiar it seems like deja vu all over again.<br /><br />",0
"I really wanted to like The Pillow Book. Intriguing story, interesting character outlines, Ewan Macgregor in the utterly glorious altogether. Unfortunately, I hated every minute of it. Greenaway got so enamoured with presenting the movie uniquely, and not to the film's benefit. I won't even get into Vivian Wu's abysmal acting.<br /><br />You get distracted from the story with 4 billion teeny windows and calligraphy that rolls on the bottom of the screen displaying the lyrics of the music that's playing. It seems he lost sight of presenting the actual story and developing the plot, and got entangled with foo-foo embellishments that have nothing to do with anything. It's a bit like presenting a John Singer Sargeant portrait in a chintzy Hallmark frame that says ""GRANDMA LOVES ME!"" in big sparkly letters.<br /><br />This movie seems to be a casualty of the director auteur's ego instead of what it could have been - disturbingly and horrifyingly beautiful. In another director's hands (Jeunet? Coppola?), it could have been a masterpiece. In Greenaway's hands, it's best relegated to fine arts classes that also take themselves too seriously.",0
"What a surprising treat to come across on late television. Had I only read a brief plot rundown on a television listing before seeing the movie, I would have passed. The idea of a movie about a hit-man-seeing-a shrink-wanting-to leave-the-business-and-falling-in-love....sounds trite. But the film works. From the start of the movie, it's clear the man carries a weight on his shoulders, before he even says a word. The look and feel of the film is perfect. dark, but not obnoxiously so.<br /><br />Aside from the hit-man family aspect which provides a touch of surrealism, Macy's character grapples with his marriage, and his father's control. Macy shows a repressed sadness, and his bedtime talks with his young son are amazing. The young boy shows acting skills well beyond his years, and the interaction between the father and son is so very natural, personal and loving.<br /><br />This is one of the best movies I've seen in a while, and I can't believe I came across it by accident on late night television.",1
"Few movies can be viewed almost 60 years later, yet remain as engrossing as this one. Technological advances have not dated this classic love story. Special effects used are remarkable for a 1946 movie. The acting is superb. David Niven, Kim Hunter and especially Roger Livesey do an outstanding job. The use of Black and White / Color adds to the creative nature of the movie. It hasn't been seen on television for 20 years so few people are even aware of its existence. It is my favorite movie of all time. Waiting and hoping for the DVD release of this movie for so many years is, in itself, ""A Matter of Life and Death"".",1
"Scarecrows is one of those films that, with a little more acting, a little more direction, and a lot more story logic, would have been quite compelling as a horror entry. As it stands, it is still a creepy film that has solid make-up and gore effects, and a premise that sustains the mood of terror in spite of itself. And hey, there are no teenagers getting killed one by one--just dumb adults, so that is a refreshing change of pace. And the plot line is amazingly similar to Dead Birds, with a precipitating robbery, an abandoned spooky house in the middle of nowhere, and demonic monsters. But just like Dead Birds, the adults are still witless, they run around cluelessly before getting slaughtered one by one, and they ignore the obvious danger.<br /><br />In Scarecrows, though, we never really find out the supernatural why, and that sustains the atmosphere of creepiness. And like clowns, scarecrows can be very creepy; unless they look like Ray Bolger, of course. Escaping in a hijacked plane with the pilot and his daughter, after a robbery netting millions, a para-military bunch is double-crossed by one of their own; a very nervous guy named Burt. He jumps out of the plane with the big, and heavy, box that holds the money with apparently no plans as to how to move it around once he is on the ground. Being the dumbest of the bunch, he is murdered first. But not before he happens upon the Fowler residence, nestled snuggly amid lots of really creepy-looking scarecrows, and surrounded with a wooden fence encircled with barbed-wire and lots of warnings to stay away. And the weird weathervane on the roof, with the pitchfork and pterodactyl, should have been a warning sign, too. The inside of the house is also quite foreboding (to us in the audience, anyway).<br /><br />Annoyingly, we must listen to Burt's thoughts in voice-over, as he walks around and mysteriously comes across the key to the decrepit truck in the yard. The way the key pops up would be enough to have my pants--with me in them--flying out the door. Perhaps it's just me, but I really enjoy watching people's lips move on screen, even when they are just thinking out loud. It helps to intensify the action, and gives the actor more to do than just look like what the voice-over is saying. Burt hoists the box onto the truck and makes his getaway. Sure why not? decrepit trucks always have lots of gas in them, especially with today's prices, and the battery? no problem. Now, I did mention that Burt was the dumbest of the bunch, and here is why (in addition to the above, of course). Wearing night-vision goggles to walk through the foliage and find the house, he takes them off to drive the truck away, and instead, turns on the headlights to see where he is going. Of course, the crooks still in the plane spot the headlights of his truck, and know where he is headed. Brilliant. He deserves to die. Definitely. I am not sure why he needed night vision goggles in the first place, as every scene is brightly lit, from the interior of the plane, to the night-time outside scenery, and the house. The cinematographer was either a. myopic, b. just out of school, or c. dealing with really cheap filmstock.<br /><br />Burt meets his demise when the truck dies in the middle of nowhere. Go figure. One very nice touch, and there are, I must admit, a few in the film, is the fact that when he opens the truck's lid, there is no engine. Creepy, to be sure (and insert pants comment again here). The story logic fails when dead, now-stuffed-like-a-flounder-with-money-and-straw-Burt returns to the house. The rest of the bunch are there, rough him up, then realize that he is indeed dead, and was gutted and stuffed like a flounder with money and straw. Dead Burt does manage to put up quite a fight, though, and grabs one fellow by the mouth, pushing him through a window, causing him to bite off more than he could chew in a gorylicious scene. At this point, you would think they'd would be racing out of the house and back to the plane--but noooo, they decide to stay and look for the rest of the money. In fact, the whole Burt is dead episode is treated rather matter-of-factly, although one bright bulb in the bunch does argue, ""Burt was walking around dead, for chrissakes!""<br /><br />The stolen money suddenly appears on the grounds outside the house, and the crooks blithely go for the bait. Soon, another one of them, Jack, is dispatched, and again the scene is well done and horrific, involving a dull handsaw and no anethesia. Now there are three scarecrows going about wreaking mayhem, and one of them needs a hand, literally.<br /><br />When one of the crooks sees the scarecrows and Jack getting scarecrow-ized, he starts screaming, running away like hell, and shooting off his gun in typical para-military fashion. So much for all that training under pressure crap. He meets up with the others and stops in his tracks to explain why he is screaming, running away like hell, and shooting off his gun, even though the scarecrows appear to be chasing him. Again, that script logic thing... Dead and gutted, Jack returns to the house, and goes after the screamer with the usual results. If you listen to Jack's demonic growl, by the way, you may notice, depending on your age, that it is the same monster-growling sound heard often in the Lost In Space TV episodes.<br /><br />The last two survivors race away from the house and back to the plane, barely escaping. But do they? You will have to see the film to find out.",0
"Tenants Two writers struggle to complete their books in an all but empty apartment house. They at first help each other and then slowly the tension between them begins to build.<br /><br />This is based upon a Bernard Malamud novel and unfortunately everyone speaks as though they are in that novel. Very little of the dialog is natural, its purple and brimming with shades of meaning. Its as if a college English major with a head full of pretensions wrote the script. It's awful and I found myself instantly immune to anything the film had to say, which is a shame since the film is populated with great performances from top to bottom. Snoop Dog on down are fine form, unfortunately none of them can over come the falseness of the words and the premise.<br /><br />I can't really recommend this movie. While not really bad, its very preachy and pretentious to the point of making you want to walk away. I lost interest less then a third of the way in and had to struggle to get to the end. If you're interested I'd try it on cable, but I wouldn't lay out good money to see it.",0
